Post ID,Schedule Priority,Days Applied,From Time,To Time,Rate Type,Rate
722-16280,1,,,,Base Rate,4.25
722-16280,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,3.75
722-16280,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,3
722-16280,4,"Mo,Tu,We,Th,Fr",9:00 AM,12:00 PM,Override to Base Rate,1.75
722-16280,5,Sa,9:00 AM,12:00 PM,Override to Base Rate,1.5
722-21010,1,,,,Base Rate,4.75
722-21010,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21010,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21010,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21010,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21010,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21020,1,,,,Base Rate,4.75
722-21020,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21020,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21020,4,Sa,8:00 AM,12:00 PM,Override to Base Rate,4.25
722-21020,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21020,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21030,1,,,,Base Rate,4.75
722-21030,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21030,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21030,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21030,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21030,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21040,1,,,,Base Rate,4.75
722-21040,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21040,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21040,4,Sa,8:00 AM,12:00 PM,Override to Base Rate,4.25
722-21040,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21040,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21050,1,,,,Base Rate,4.75
722-21050,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21050,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21050,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21050,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21050,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21060,1,,,,Base Rate,4.75
722-21060,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21060,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21060,4,Sa,8:00 AM,12:00 PM,Override to Base Rate,4.25
722-21060,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21060,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21070,1,,,,Base Rate,4.75
722-21070,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21070,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21070,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21070,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21070,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21080,1,,,,Base Rate,4.75
722-21080,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21080,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21080,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21080,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21080,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21090,1,,,,Base Rate,4.75
722-21090,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21090,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21090,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21090,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21090,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21150,1,,,,Base Rate,4.75
722-21150,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21150,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21150,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21150,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21150,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21170,1,,,,Base Rate,4.75
722-21170,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21170,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21170,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21170,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21170,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21190,1,,,,Base Rate,4.75
722-21190,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21190,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21190,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21190,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21190,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21230,1,,,,Base Rate,4.75
722-21230,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21230,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21230,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21230,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21230,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21250,1,,,,Base Rate,4.75
722-21250,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21250,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21250,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21250,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21250,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21270,1,,,,Base Rate,4.75
722-21270,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21270,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-21270,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,4.25
722-21270,5,Su,12:00 PM,3:00 PM,Override to Base Rate,3.5
722-21270,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2.75
722-22010,1,,,,Base Rate,5
722-22010,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,4
722-22010,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2
722-22010,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
722-22010,5,Su,12:00 PM,3:00 PM,Override to Base Rate,4
722-22010,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2
722-22030,1,,,,Base Rate,5
722-22030,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,4
722-22030,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2
722-22030,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
722-22030,5,Su,12:00 PM,3:00 PM,Override to Base Rate,4
722-22030,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2
722-22050,1,,,,Base Rate,5
722-22050,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,4
722-22050,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2
722-22050,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
722-22050,5,Su,12:00 PM,3:00 PM,Override to Base Rate,4
722-22050,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2
722-22080,1,,,,Base Rate,5
722-22080,2,Sa,12:00 PM,3:00 PM,Override to Base Rate,4
722-22080,3,Sa,3:00 PM,6:00 PM,Override to Base Rate,2
722-22080,4,Sa,9:00 AM,12:00 PM,Override to Base Rate,2.5
722-22080,5,Su,12:00 PM,3:00 PM,Override to Base Rate,4
722-22080,6,Su,3:00 PM,6:00 PM,Override to Base Rate,2
722-28200,1,,,,Base Rate,2
722-28220,1,,,,Base Rate,2
722-28240,1,,,,Base Rate,2
722-28260,1,,,,Base Rate,2
722-28450,1,,,,Base Rate,2
722-28470,1,,,,Base Rate,2
722-28530,1,,,,Base Rate,2
722-28550,1,,,,Base Rate,2
722-28570,1,,,,Base Rate,2
722-28590,1,,,,Base Rate,2
722-28610,1,,,,Base Rate,2
722-28630,1,,,,Base Rate,2
722-29010,1,,,,Base Rate,2
722-29030,1,,,,Base Rate,2
722-29040,1,,,,Base Rate,2
722-29060,1,,,,Base Rate,2
722-29070,1,,,,Base Rate,2
722-29080,1,,,,Base Rate,2
722-29090,1,,,,Base Rate,2
724-00010,1,,,,Base Rate,2
724-00030,1,,,,Base Rate,2
724-00050,1,,,,Base Rate,2
724-00130,1,,,,Base Rate,2
724-00150,1,,,,Base Rate,2
724-00190,1,,,,Base Rate,2
724-00210,1,,,,Base Rate,2
724-00230,1,,,,Base Rate,0.4
724-00250,1,,,,Base Rate,0.4
724-00270,1,,,,Base Rate,0.4
724-00310,1,,,,Base Rate,0.4
724-00330,1,,,,Base Rate,0.4
724-00350,1,,,,Base Rate,0.4
724-00390,1,,,,Base Rate,2
724-00410,1,,,,Base Rate,2
724-00430,1,,,,Base Rate,2
724-00450,1,,,,Base Rate,2
724-00470,1,,,,Base Rate,2
724-00490,1,,,,Base Rate,2
724-00510,1,,,,Base Rate,2
724-00530,1,,,,Base Rate,2
724-01010,1,,,,Base Rate,2
724-01070,1,,,,Base Rate,2
724-01090,1,,,,Base Rate,2
724-01110,1,,,,Base Rate,2
724-01130,1,,,,Base Rate,2
724-01150,1,,,,Base Rate,2
724-01170,1,,,,Base Rate,2
724-01190,1,,,,Base Rate,2
724-01210,1,,,,Base Rate,2
724-01230,1,,,,Base Rate,2
724-01250,1,,,,Base Rate,2
724-01270,1,,,,Base Rate,2
724-01410,1,,,,Base Rate,2
724-01450,1,,,,Base Rate,2
724-01470,1,,,,Base Rate,2
724-01490,1,,,,Base Rate,2
724-02020,1,,,,Base Rate,2
724-02040,1,,,,Base Rate,2
724-02100,1,,,,Base Rate,2
724-02140,1,,,,Base Rate,2
724-02200,1,,,,Base Rate,2
724-02220,1,,,,Base Rate,2
724-02280,1,,,,Base Rate,2
724-02300,1,,,,Base Rate,2
724-02320,1,,,,Base Rate,0.4
724-02340,1,,,,Base Rate,0.4
724-02360,1,,,,Base Rate,2
724-02380,1,,,,Base Rate,2
724-02501,1,,,,Base Rate,0.4
724-02502,1,,,,Base Rate,0.4
724-02503,1,,,,Base Rate,0.4
724-02504,1,,,,Base Rate,0.4
724-02505,1,,,,Base Rate,0.4
724-02506,1,,,,Base Rate,0.4
725-00040,1,,,,Base Rate,2
725-00060,1,,,,Base Rate,2
725-00070,1,,,,Base Rate,2
725-00080,1,,,,Base Rate,2
725-00090,1,,,,Base Rate,2
725-00100,1,,,,Base Rate,2
725-00110,1,,,,Base Rate,2
725-00120,1,,,,Base Rate,2
725-00130,1,,,,Base Rate,2
725-00140,1,,,,Base Rate,2
725-00150,1,,,,Base Rate,2
725-00160,1,,,,Base Rate,2
725-00170,1,,,,Base Rate,2
725-00180,1,,,,Base Rate,2
725-00200,1,,,,Base Rate,2
725-00210,1,,,,Base Rate,2
725-00220,1,,,,Base Rate,2
725-00230,1,,,,Base Rate,2
725-00240,1,,,,Base Rate,2
725-00250,1,,,,Base Rate,2
725-00260,1,,,,Base Rate,2
725-00270,1,,,,Base Rate,2
725-00280,1,,,,Base Rate,2
725-00290,1,,,,Base Rate,2
725-00300,1,,,,Base Rate,2
725-00310,1,,,,Base Rate,2
725-00320,1,,,,Base Rate,2
725-00340,1,,,,Base Rate,2
725-00360,1,,,,Base Rate,2
725-00370,1,,,,Base Rate,2
725-00380,1,,,,Base Rate,2
725-00390,1,,,,Base Rate,2
725-00400,1,,,,Base Rate,2
725-00410,1,,,,Base Rate,2
725-00420,1,,,,Base Rate,2
725-00430,1,,,,Base Rate,2
725-00440,1,,,,Base Rate,2
725-00450,1,,,,Base Rate,2
725-00460,1,,,,Base Rate,2
725-00470,1,,,,Base Rate,2
725-00480,1,,,,Base Rate,2
725-00490,1,,,,Base Rate,2
725-00500,1,,,,Base Rate,2
725-00510,1,,,,Base Rate,2
725-00520,1,,,,Base Rate,2
725-00530,1,,,,Base Rate,2
725-00540,1,,,,Base Rate,2
725-00550,1,,,,Base Rate,2
725-00560,1,,,,Base Rate,2
725-00580,1,,,,Base Rate,2
725-00600,1,,,,Base Rate,2
725-00620,1,,,,Base Rate,2
725-00640,1,,,,Base Rate,2
725-01030,1,,,,Base Rate,2
725-01050,1,,,,Base Rate,2
725-01060,1,,,,Base Rate,2
725-01070,1,,,,Base Rate,2
725-01080,1,,,,Base Rate,2
725-01090,1,,,,Base Rate,2
725-01100,1,,,,Base Rate,2
725-01110,1,,,,Base Rate,2
725-01120,1,,,,Base Rate,2
725-01130,1,,,,Base Rate,2
725-01140,1,,,,Base Rate,2
725-01150,1,,,,Base Rate,2
725-01160,1,,,,Base Rate,2
725-01170,1,,,,Base Rate,2
725-01180,1,,,,Base Rate,2
725-01190,1,,,,Base Rate,2
725-01200,1,,,,Base Rate,2
725-01210,1,,,,Base Rate,2
725-01220,1,,,,Base Rate,2
725-01240,1,,,,Base Rate,2
725-01260,1,,,,Base Rate,2
725-01280,1,,,,Base Rate,2
725-01290,1,,,,Base Rate,2
725-01300,1,,,,Base Rate,2
725-01310,1,,,,Base Rate,2
725-01320,1,,,,Base Rate,2
725-01330,1,,,,Base Rate,2
725-01340,1,,,,Base Rate,2
725-01350,1,,,,Base Rate,2
725-01360,1,,,,Base Rate,2
725-01370,1,,,,Base Rate,2
725-01380,1,,,,Base Rate,2
725-01390,1,,,,Base Rate,2
725-01400,1,,,,Base Rate,2
725-01410,1,,,,Base Rate,2
725-01420,1,,,,Base Rate,2
725-01430,1,,,,Base Rate,2
725-01440,1,,,,Base Rate,2
725-01450,1,,,,Base Rate,2
725-01490,1,,,,Base Rate,2
725-01940,1,,,,Base Rate,2
725-01960,1,,,,Base Rate,2
725-01970,1,,,,Base Rate,2
725-01980,1,,,,Base Rate,2
725-01990,1,,,,Base Rate,2
725-02010,1,,,,Base Rate,2
725-02020,1,,,,Base Rate,2
725-02030,1,,,,Base Rate,2
725-02040,1,,,,Base Rate,2
725-02050,1,,,,Base Rate,2
725-02060,1,,,,Base Rate,2
725-02070,1,,,,Base Rate,2
725-02080,1,,,,Base Rate,2
725-02090,1,,,,Base Rate,2
725-02100,1,,,,Base Rate,2
725-02110,1,,,,Base Rate,2
725-02120,1,,,,Base Rate,2
725-02130,1,,,,Base Rate,2
725-02140,1,,,,Base Rate,2
725-02150,1,,,,Base Rate,2
725-02160,1,,,,Base Rate,2
725-02170,1,,,,Base Rate,2
725-02180,1,,,,Base Rate,2
725-02190,1,,,,Base Rate,2
725-02200,1,,,,Base Rate,2
725-02210,1,,,,Base Rate,2
725-02220,1,,,,Base Rate,2
725-02230,1,,,,Base Rate,2
725-02240,1,,,,Base Rate,2
725-02250,1,,,,Base Rate,2
725-02260,1,,,,Base Rate,2
725-02280,1,,,,Base Rate,2
725-02300,1,,,,Base Rate,2
725-02310,1,,,,Base Rate,2
725-02320,1,,,,Base Rate,2
725-02330,1,,,,Base Rate,2
725-02340,1,,,,Base Rate,2
725-02350,1,,,,Base Rate,2
725-02360,1,,,,Base Rate,2
725-02370,1,,,,Base Rate,2
725-02380,1,,,,Base Rate,2
725-02390,1,,,,Base Rate,2
725-02400,1,,,,Base Rate,2
725-02410,1,,,,Base Rate,2
725-02420,1,,,,Base Rate,2
725-02460,1,,,,Base Rate,2
725-02490,1,,,,Base Rate,2
725-02510,1,,,,Base Rate,2
725-03030,1,,,,Base Rate,2
725-03060,1,,,,Base Rate,2
725-03070,1,,,,Base Rate,2
725-03080,1,,,,Base Rate,2
725-03100,1,,,,Base Rate,2
725-03130,1,,,,Base Rate,2
725-03150,1,,,,Base Rate,2
725-03160,1,,,,Base Rate,2
725-03180,1,,,,Base Rate,2
725-03190,1,,,,Base Rate,2
725-03200,1,,,,Base Rate,2
725-03220,1,,,,Base Rate,2
725-03230,1,,,,Base Rate,2
725-03240,1,,,,Base Rate,2
725-03260,1,,,,Base Rate,2
725-03270,1,,,,Base Rate,2
725-03280,1,,,,Base Rate,2
725-03290,1,,,,Base Rate,2
725-03300,1,,,,Base Rate,2
725-03350,1,,,,Base Rate,2
725-03360,1,,,,Base Rate,2
725-03370,1,,,,Base Rate,2
725-03380,1,,,,Base Rate,2
725-03390,1,,,,Base Rate,2
725-03400,1,,,,Base Rate,2
725-03410,1,,,,Base Rate,2
725-03420,1,,,,Base Rate,2
725-03430,1,,,,Base Rate,2
725-03440,1,,,,Base Rate,2
725-03450,1,,,,Base Rate,2
725-03460,1,,,,Base Rate,2
725-03480,1,,,,Base Rate,2
725-03500,1,,,,Base Rate,2
725-03510,1,,,,Base Rate,2
725-03520,1,,,,Base Rate,2
725-03530,1,,,,Base Rate,2
725-03540,1,,,,Base Rate,2
725-03550,1,,,,Base Rate,2
725-03560,1,,,,Base Rate,2
725-03570,1,,,,Base Rate,2
725-03580,1,,,,Base Rate,2
725-03590,1,,,,Base Rate,2
725-03600,1,,,,Base Rate,2
725-03610,1,,,,Base Rate,2
725-03620,1,,,,Base Rate,2
725-03630,1,,,,Base Rate,2
725-03650,1,,,,Base Rate,2
725-03670,1,,,,Base Rate,2
725-03690,1,,,,Base Rate,2
725-03710,1,,,,Base Rate,2
725-03720,1,,,,Base Rate,2
725-03730,1,,,,Base Rate,2
725-03740,1,,,,Base Rate,2
725-03750,1,,,,Base Rate,2
725-03760,1,,,,Base Rate,2
725-03770,1,,,,Base Rate,2
725-03780,1,,,,Base Rate,2
725-03790,1,,,,Base Rate,2
725-03800,1,,,,Base Rate,2
725-03810,1,,,,Base Rate,2
725-03820,1,,,,Base Rate,2
725-03840,1,,,,Base Rate,2
725-03850,1,,,,Base Rate,2
725-03890,1,,,,Base Rate,2
730-11910,1,,,,Base Rate,2
730-11940,1,,,,Base Rate,2
730-11950,1,,,,Base Rate,2
730-11960,1,,,,Base Rate,2
730-11970,1,,,,Base Rate,2
730-11980,1,,,,Base Rate,2
730-12010,1,,,,Base Rate,2
730-12030,1,,,,Base Rate,2
730-12040,1,,,,Base Rate,2
730-12050,1,,,,Base Rate,2
730-12060,1,,,,Base Rate,2
730-12070,1,,,,Base Rate,2
730-12090,1,,,,Base Rate,2
815-13020,1,,,,Base Rate,2.5
815-13020,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13020,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13030,1,,,,Base Rate,2.5
815-13030,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13030,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13040,1,,,,Base Rate,2.5
815-13040,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13040,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13050,1,,,,Base Rate,2.5
815-13050,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13050,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13070,1,,,,Base Rate,2.5
815-13070,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13070,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13090,1,,,,Base Rate,2.5
815-13090,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13090,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13100,1,,,,Base Rate,2.5
815-13100,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13100,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13110,1,,,,Base Rate,2.5
815-13110,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13110,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13130,1,,,,Base Rate,2.5
815-13130,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13130,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13150,1,,,,Base Rate,2.5
815-13150,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13150,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13160,1,,,,Base Rate,2.5
815-13160,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13160,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13170,1,,,,Base Rate,2.5
815-13170,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13170,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13180,1,,,,Base Rate,2.5
815-13180,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13180,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13190,1,,,,Base Rate,2.5
815-13190,2,"Mo,Tu,We,Th,Fr",7:00 PM,11:00 PM,Override to Base Rate,0.5
815-13190,3,"Sa,Su",7:00 PM,11:00 PM,Override to Base Rate,0.5
818-01140,1,,,,Base Rate,1.25
818-01140,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01140,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01140,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01140,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01140,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01160,1,,,,Base Rate,1.25
818-01160,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01160,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01160,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01160,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01160,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01180,1,,,,Base Rate,1.25
818-01180,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01180,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01180,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01180,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01180,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01200,1,,,,Base Rate,1.25
818-01200,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01200,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01200,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01200,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01200,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01220,1,,,,Base Rate,1.25
818-01220,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01220,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01220,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01220,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01220,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01240,1,,,,Base Rate,1.25
818-01240,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01240,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01240,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01240,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01240,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01270,1,,,,Base Rate,1.25
818-01270,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01270,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01270,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01270,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01270,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01290,1,,,,Base Rate,1.25
818-01290,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01290,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01290,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01290,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01290,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01300,1,,,,Base Rate,1.25
818-01300,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01300,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01300,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01300,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01300,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01310,1,,,,Base Rate,1.25
818-01310,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01310,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01310,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01310,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01310,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01320,1,,,,Base Rate,1.25
818-01320,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
818-01320,3,"Mo,Tu,We,Th,Fr",3:00 PM,6:00 PM,Override to Base Rate,2
818-01320,4,"Mo,Tu,We,Th,Fr",6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01320,5,"Mo,Tu,We,Th,Fr",7:00 AM,12:00 PM,Override to Base Rate,2
818-01320,6,Sa,6:00 PM,10:00 PM,Override to Base Rate,0.25
818-01330,1,,,,Base Rate,1.25
818-01330,2,"Mo,Tu,We,Th,Fr",12:00 PM,3:00 PM,Override to Base Rate,2
